 Nº_boletim;data_hora_boletim;  seq_veic; cod_categ; descricao_categoria; cod_especie;  descricao_especie; cod_situacao; desc_situacao; tipo_socorro; desc_tipo_socorro
2016-000012152-001;01/01/2016 05:16;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-000012152-001;01/01/2016 05:16;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015553218-001;19/07/2016 00:28;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015553218-001;19/07/2016 00:28;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015554987-001;19/07/2016 02:27;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015554987-001;19/07/2016 02:27;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015559481-001;19/07/2016 06:41;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015559481-001;19/07/2016 06:41;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015559481-001;19/07/2016 06:41;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015560038-001;19/07/2016 07:51;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015560627-001;19/07/2016 07:24;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015560627-001;19/07/2016 07:24;2;1;OFICIAL                       ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015562773-001;19/07/2016 08:14;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-015562773-001;19/07/2016 08:14;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015564640-001;19/07/2016 09:09;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015567660-001;19/07/2016 07:59;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015567660-001;19/07/2016 07:59;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015568335-001;19/07/2016 08:10;1;3;PARTICULAR                    ;12;CAMIONETA                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015568335-001;19/07/2016 08:10;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015569342-001;19/07/2016 08:31;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015569342-001;19/07/2016 08:31;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015573197-001;19/07/2016 08:40;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015573197-001;19/07/2016 08:40;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015575967-001;19/07/2016 10:10;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015575967-001;19/07/2016 10:10;2;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015584849-001;19/07/2016 12:36;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015584849-001;19/07/2016 12:36;2;3;PARTICULAR                    ;12;CAMIONETA                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-015590413-001;19/07/2016 06:46;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015590413-001;19/07/2016 06:46;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015597428-001;19/07/2016 11:23;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015598827-001;19/07/2016 14:34;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015598827-001;19/07/2016 14:34;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015600057-001;19/07/2016 14:19;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015600057-001;19/07/2016 14:19;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015603702-001;19/07/2016 14:47;1;4;ALUGUEL                       ;7;MICROONIBUS                   ;2;PARADO         ;0;NÃO INFORMADO       
2016-015606158-001;19/07/2016 15:31;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015606158-001;19/07/2016 15:31;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015611226-001;19/07/2016 16:46;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015611226-001;19/07/2016 16:46;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015615789-001;19/07/2016 16:01;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015616019-001;19/07/2016 16:30;2;0;NAO INFORMADO                 ;1;BICICLETA                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015616260-001;19/07/2016 15:20;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015616260-001;19/07/2016 15:20;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015618390-001;19/07/2016 16:31;1;4;ALUGUEL                       ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015618390-001;19/07/2016 16:31;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015618899-001;19/07/2016 17:25;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015621460-001;19/07/2016 16:41;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015621460-001;19/07/2016 16:41;1;4;ALUGUEL                       ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015623625-001;19/07/2016 17:41;1;3;PARTICULAR                    ;26;CAMINHONETE                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015623625-001;19/07/2016 17:41;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015623900-001;19/07/2016 18:38;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015623900-001;19/07/2016 18:38;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015627783-001;19/07/2016 19:07;1;4;ALUGUEL                       ;8;ONIBUS                        ;2;PARADO         ;0;NÃO INFORMADO       
2016-015630759-001;19/07/2016 18:34;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015630759-001;19/07/2016 18:34;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015636678-001;19/07/2016 22:12;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015636678-001;19/07/2016 22:12;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-015643052-001;19/07/2016 18:30;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015643052-001;19/07/2016 18:30;3;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015851324-001;19/07/2016 20:24;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015851324-001;19/07/2016 20:24;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015902750-001;19/07/2016 18:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015902750-001;19/07/2016 18:30;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-018496379-001;19/07/2016 13:30;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-018496379-001;19/07/2016 13:30;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-019428561-001;19/07/2016 06:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-018926554-001;30/08/2016 20:37;2;0;NAO INFORMADO                 ;13;CAMINHAO                      ;3;               ;0;NÃO INFORMADO       
2016-027138091-001;15/12/2016 23:10;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-017067738-001;07/08/2016 15:14;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-021546949-001;03/10/2016 06:04;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-024431225-001;09/11/2016 19:33;3;0;NAO INFORMADO                 ;10;REBOQUE E SEMI-REBOQUE        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-022734747-001;18/10/2016 12:46;1;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-016749852-001;27/07/2016 16:00;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-016946250-001;28/07/2016 11:00;1;4;ALUGUEL                       ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-015643052-001;19/07/2016 18:30;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-002576896-001;03/02/2016 17:49;3;3;PARTICULAR                    ;26;CAMINHONETE                   ;3;               ;0;NÃO INFORMADO       
2016-021880589-001;06/10/2016 20:08;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-016381614-001;29/07/2016 11:31;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-014269872-001;03/07/2016 18:44;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-027135423-001;15/12/2016 22:39;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-013761476-001;26/06/2016 06:13;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-024352594-001;08/11/2016 18:10;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
2016-026864570-001;07/12/2016 13:00;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-006516760-001;24/03/2016 12:09;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-006516760-001;24/03/2016 12:09;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-023234742-001;24/10/2016 20:26;2;0;NAO INFORMADO                 ;4;MOTOCICLETA                   ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
2016-019335582-001;03/09/2016 12:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-007283631-001;03/04/2016 17:12;2;0;NAO INFORMADO                 ;1;BICICLETA                     ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
2016-009597613-001;03/05/2016 07:57;4;4;ALUGUEL                       ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-009597613-001;03/05/2016 07:57;3;4;ALUGUEL                       ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-009597613-001;03/05/2016 07:57;2;3;PARTICULAR                    ;26;CAMINHONETE                   ;3;               ;0;NÃO INFORMADO       
2016-011645485-002;30/05/2016 03:30;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-009983511-001;07/05/2016 18:39;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-022828404-001;19/10/2016 14:50;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-020711237-001;22/09/2016 09:22;4;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-020711237-001;22/09/2016 09:22;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-020711237-001;22/09/2016 09:22;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-002174850-001;29/01/2016 16:45;4;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-002174850-001;29/01/2016 16:45;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-023336707-001;25/10/2016 20:34;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;2;PARADO         ;0;NÃO INFORMADO       
2017-005556317-001;27/12/2016 17:20;1;4;ALUGUEL                       ;0;NAO INFORMADO                 ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-022353302-001;13/10/2016 11:32;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-022353302-001;13/10/2016 11:32;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-022353302-001;13/10/2016 11:32;1;4;ALUGUEL                       ;7;MICROONIBUS                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-017188391-001;08/08/2016 23:21;3;0;NAO INFORMADO                 ;1;BICICLETA                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-019622281-001;08/09/2016 19:19;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
2016-014801110-001;09/07/2016 07:32;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-024662909-001;12/11/2016 22:43;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-006318544-001;22/03/2016 01:35;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-007290295-001;03/04/2016 16:40;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-007290295-001;03/04/2016 16:40;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-005814278-001;15/03/2016 13:35;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-023039859-001;21/10/2016 22:27;4;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-023039859-001;21/10/2016 22:27;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-001615411-001;22/01/2016 16:31;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-001615411-001;22/01/2016 16:31;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-013264004-001;19/06/2016 17:16;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-019627230-001;08/09/2016 19:25;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-007767669-001;09/04/2016 01:23;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-021466404-001;02/10/2016 00:12;6;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-021466404-001;02/10/2016 00:12;5;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-021466404-001;02/10/2016 00:12;4;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-021466404-001;02/10/2016 00:12;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-014766883-001;08/07/2016 16:17;2;4;ALUGUEL                       ;13;CAMINHAO                      ;3;               ;0;NÃO INFORMADO       
2016-025259634-001;21/11/2016 15:20;4;3;PARTICULAR                    ;6;AUTOMOVEL                     ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
2016-025259634-001;21/11/2016 15:20;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-018225605-001;19/08/2016 12:14;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-010141525-001;09/05/2016 20:06;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-025955840-001;30/11/2016 12:10;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-000913611-001;13/01/2016 10:26;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-019888910-001;12/09/2016 11:12;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-019888910-001;12/09/2016 11:12;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-014301490-001;03/07/2016 08:44;2;0;NAO INFORMADO                 ;1;BICICLETA                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-025556549-001;02/10/2016 21:30;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
2016-019396103-001;05/09/2016 17:08;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-011844022-001;01/06/2016 08:10;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
12791070;13/06/2016 12:45;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-022914097-001;20/10/2016 14:44;2;3;PARTICULAR                    ;1;BICICLETA                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1752156;25/01/2016 00:44;1;4;ALUGUEL                       ;8;ONIBUS                        ;3;               ;3;AMBULANCIA          
2016-009578567-001;02/05/2016 17:28;5;3;PARTICULAR                    ;6;AUTOMOVEL                     ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
2016-009578567-001;02/05/2016 17:28;4;3;PARTICULAR                    ;6;AUTOMOVEL                     ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
2016-009578567-001;02/05/2016 17:28;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
2016-019396928-001;05/09/2016 21:32;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-016999276-001;06/08/2016 10:14;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-015953884-001;24/07/2016 08:51;3;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-007666969-001;07/04/2016 19:06;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-006396370-001;22/03/2016 21:15;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-027885005-001;25/12/2016 20:47;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-007474527-001;05/04/2016 18:01;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003167098-001;11/02/2016 13:18;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-024265803-001;07/11/2016 19:47;7;0;NAO INFORMADO                 ;0;NAO INFORMADO                 ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-024265803-001;07/11/2016 19:47;6;0;NAO INFORMADO                 ;10;REBOQUE E SEMI-REBOQUE        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-019548020-002;08/09/2016 00:32;3;4;ALUGUEL                       ;0;NAO INFORMADO                 ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-011347197-001;25/05/2016 08:58;2;4;ALUGUEL                       ;10;REBOQUE E SEMI-REBOQUE        ;2;PARADO         ;0;NÃO INFORMADO       
2016-017477271-001;12/08/2016 09:16;4;0;NAO INFORMADO                 ;4;MOTOCICLETA                   ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
2016-008880399-001;23/04/2016 15:49;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-009426790-001;30/04/2016 20:15;2;4;ALUGUEL                       ;12;CAMIONETA                     ;3;               ;0;NÃO INFORMADO       
2016-005630986-001;13/03/2016 15:45;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-005630986-001;13/03/2016 15:45;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-024219817-001;07/11/2016 12:23;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-020357503-001;17/09/2016 23:24;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-020105441-001;14/09/2016 18:41;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
2016-027762359-001;24/12/2016 12:48;2;0;NAO INFORMADO                 ;10;REBOQUE E SEMI-REBOQUE        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-001538329-001;21/01/2016 15:46;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-001470159-001;20/01/2016 22:50;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-026144821-001;02/12/2016 16:14;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-001730115-001;24/01/2016 16:59;2;3;PARTICULAR                    ;10;REBOQUE E SEMI-REBOQUE        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-021297731-001;29/09/2016 17:49;1;4;ALUGUEL                       ;13;CAMINHAO                      ;3;               ;0;NÃO INFORMADO       
2016-018122057-001;20/08/2016 13:08;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-008308255-001;15/04/2016 15:09;2;4;ALUGUEL                       ;10;REBOQUE E SEMI-REBOQUE        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-022682121-001;17/10/2016 22:26;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-027109178-001;11/12/2016 22:48;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
2016-004407308-001;26/02/2016 18:27;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-004407308-001;26/02/2016 18:27;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-026349435-001;05/12/2016 19:30;4;3;PARTICULAR                    ;12;CAMIONETA                     ;3;               ;0;NÃO INFORMADO       
2016-026349435-001;05/12/2016 19:30;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-026349435-001;05/12/2016 19:30;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-024513953-001;10/11/2016 18:54;3;4;ALUGUEL                       ;12;CAMIONETA                     ;3;               ;0;NÃO INFORMADO       
2016-007756593-001;08/04/2016 21:14;3;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-002974250-001;08/02/2016 23:49;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-027404800-001;19/12/2016 18:57;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-025310352-002;22/11/2016 09:38;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-013244843-001;19/06/2016 11:25;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
2016-014657964-001;07/07/2016 07:54;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-022845715-001;17/10/2016 22:00;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
