 Nº_boletim;data_hora_boletim;  seq_veic; cod_categ; descricao_categoria; cod_especie;  descricao_especie; cod_situacao; desc_situacao; tipo_socorro; desc_tipo_socorro
2016-004061640-001;22/02/2016 19:36;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004061640-001;22/02/2016 19:36;2;0;NAO INFORMADO                 ;1;BICICLETA                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004061730-001;22/02/2016 18:07;1;3;PARTICULAR                    ;26;CAMINHONETE                   ;2;PARADO         ;0;NÃO INFORMADO       
2016-004061730-001;22/02/2016 18:07;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004063322-001;22/02/2016 20:11;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004074019-001;22/02/2016 23:38;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004074019-001;22/02/2016 23:38;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004074400-001;23/02/2016 01:26;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004078700-001;23/02/2016 08:07;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004086342-001;23/02/2016 07:59;1;4;ALUGUEL                       ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004086342-001;23/02/2016 07:59;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004086342-001;23/02/2016 07:59;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004088984-001;23/02/2016 07:40;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004088984-001;23/02/2016 07:40;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004091464-001;23/02/2016 07:00;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004092378-001;23/02/2016 07:53;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-004092378-001;23/02/2016 07:53;1;3;PARTICULAR                    ;3;MOTONETA                      ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004092772-001;06/01/2016 09:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004095566-001;23/02/2016 10:02;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004095566-001;23/02/2016 10:02;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004096586-001;23/02/2016 07:57;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004096586-001;23/02/2016 07:57;2;4;ALUGUEL                       ;19;CAMINHAO-TRATOR               ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004096586-001;23/02/2016 07:57;4;0;NAO INFORMADO                 ;12;CAMIONETA                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004099198-001;23/02/2016 10:02;1;3;PARTICULAR                    ;26;CAMINHONETE                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004099198-001;23/02/2016 10:02;2;4;ALUGUEL                       ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004103160-001;23/02/2016 10:43;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004106990-001;23/02/2016 13:19;1;4;ALUGUEL                       ;8;ONIBUS                        ;2;PARADO         ;0;NÃO INFORMADO       
2016-004107168-001;23/02/2016 06:39;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004107168-001;23/02/2016 06:39;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004107954-001;23/02/2016 10:22;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004108764-001;23/02/2016 11:54;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-004108764-001;23/02/2016 11:54;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004112039-001;23/02/2016 12:02;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004112039-001;23/02/2016 12:02;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004112697-001;12/01/2016 20:40;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004113453-001;23/02/2016 11:48;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004113453-001;23/02/2016 11:48;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004118261-001;23/02/2016 14:53;1;4;ALUGUEL                       ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004118261-001;23/02/2016 14:53;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004126437-001;15/02/2016 14:25;1;4;ALUGUEL                       ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004126437-001;15/02/2016 14:25;2;4;ALUGUEL                       ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004127600-002;22/02/2016 06:45;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004127600-002;22/02/2016 06:45;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004127613-001;23/02/2016 14:53;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004128072-001;23/02/2016 13:34;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004128072-001;23/02/2016 13:34;2;3;PARTICULAR                    ;13;CAMINHAO                      ;2;PARADO         ;0;NÃO INFORMADO       
2016-003337012-001;13/02/2016 20:24;1;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-003337012-001;13/02/2016 20:24;2;0;NAO INFORMADO                 ;1;BICICLETA                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003338675-001;13/02/2016 19:15;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003338675-001;13/02/2016 19:15;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003352497-001;13/02/2016 22:13;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003352497-001;13/02/2016 22:13;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003353448-001;14/02/2016 00:31;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003356727-001;14/02/2016 03:56;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003356727-001;14/02/2016 03:56;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003363064-001;14/02/2016 08:46;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003363064-001;14/02/2016 08:46;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-003363220-001;28/01/2016 14:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003363220-001;28/01/2016 14:30;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003368236-001;14/02/2016 09:51;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003371227-001;14/02/2016 10:24;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003372942-001;14/02/2016 12:55;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003372942-001;14/02/2016 12:55;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003374080-001;16/02/2016 13:27;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003375069-001;14/02/2016 14:40;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003375069-001;14/02/2016 14:40;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003377657-001;14/02/2016 14:25;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003377657-001;14/02/2016 14:25;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
15156952;08/07/2016 07:15;1;0;NAO INFORMADO                 ;8;ONIBUS                        ;1;EM MOVIMENTO   ;4;TERCEIROS           
2016-003382950-001;14/02/2016 16:04;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003383485-001;14/02/2016 14:27;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003383485-001;14/02/2016 14:27;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003383773-001;14/02/2016 18:27;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003386764-001;14/02/2016 17:55;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-003392313-001;14/02/2016 19:45;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004129274-001;23/02/2016 15:07;1;4;ALUGUEL                       ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004129970-001;23/02/2016 14:09;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004129970-001;23/02/2016 14:09;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004131273-001;23/02/2016 16:08;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004131273-001;23/02/2016 16:08;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004132710-001;23/02/2016 15:20;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004132710-001;23/02/2016 15:20;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004134894-001;23/02/2016 11:10;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004135180-001;23/02/2016 15:24;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004135180-001;23/02/2016 15:24;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004138353-001;23/02/2016 17:42;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004138353-001;23/02/2016 17:42;2;0;NAO INFORMADO                 ;13;CAMINHAO                      ;2;PARADO         ;0;NÃO INFORMADO       
2016-004139527-001;23/02/2016 15:06;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004143224-001;07/02/2016 02:00;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004144586-001;23/02/2016 16:16;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004144586-001;23/02/2016 16:16;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004147040-001;23/02/2016 18:54;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004147614-001;23/02/2016 18:36;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004147614-001;23/02/2016 18:36;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004148296-002;23/02/2016 16:43;1;3;PARTICULAR                    ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004148296-002;23/02/2016 16:43;2;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
3438960;13/02/2016 13:00;1;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
3438960;13/02/2016 13:00;3;0;NAO INFORMADO                 ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;1;VEICULO ENVOLVIDO   
2016-004157529-001;23/02/2016 18:15;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004157529-001;23/02/2016 18:15;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004160288-001;23/02/2016 20:32;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004160288-001;23/02/2016 20:32;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004161267-001;23/02/2016 22:57;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004161267-001;23/02/2016 22:57;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004162913-001;23/02/2016 23:55;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004162913-001;23/02/2016 23:55;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004168059-001;24/02/2016 06:54;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004168059-001;24/02/2016 06:54;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004169580-001;24/02/2016 07:22;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004169580-001;24/02/2016 07:22;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004171184-001;24/02/2016 07:19;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004171184-001;24/02/2016 07:19;2;0;NAO INFORMADO                 ;1;BICICLETA                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004171275-001;24/02/2016 05:41;1;3;PARTICULAR                    ;3;MOTONETA                      ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004171275-001;24/02/2016 05:41;2;4;ALUGUEL                       ;26;CAMINHONETE                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004172239-001;24/02/2016 08:01;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
2016-004172239-001;24/02/2016 08:01;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004174331-001;24/02/2016 07:07;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004174331-001;24/02/2016 07:07;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004177532-001;24/02/2016 08:40;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-004177532-001;24/02/2016 08:40;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004178972-001;24/02/2016 07:43;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004181073-001;24/02/2016 09:04;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004181073-001;24/02/2016 09:04;2;4;ALUGUEL                       ;19;CAMINHAO-TRATOR               ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004185435-001;23/02/2016 09:04;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004193460-001;24/02/2016 11:38;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004196294-001;24/02/2016 11:06;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004196294-001;24/02/2016 11:06;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004196883-001;24/02/2016 10:45;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004196883-001;24/02/2016 10:45;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004199181-001;24/02/2016 09:48;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004199181-001;24/02/2016 09:48;2;4;ALUGUEL                       ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004199257-001;24/02/2016 13:21;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004200329-001;24/02/2016 12:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004200329-001;24/02/2016 12:00;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004202789-001;24/02/2016 13:24;1;4;ALUGUEL                       ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004203560-001;24/02/2016 08:54;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004203560-001;24/02/2016 08:54;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004204669-001;24/02/2016 12:46;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004204669-001;24/02/2016 12:46;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004207390-001;24/02/2016 13:44;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004210757-001;24/02/2016 14:44;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004210757-001;24/02/2016 14:44;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004210835-001;24/02/2016 13:26;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004210835-001;24/02/2016 13:26;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004214558-001;23/02/2016 18:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004216005-001;24/02/2016 13:38;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004216005-001;24/02/2016 13:38;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004216663-001;24/02/2016 14:41;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004217053-001;24/02/2016 14:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004217053-001;24/02/2016 14:00;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004217248-001;24/02/2016 16:20;1;4;ALUGUEL                       ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004217248-001;24/02/2016 16:20;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004218032-001;24/02/2016 16:36;1;3;PARTICULAR                    ;26;CAMINHONETE                   ;2;PARADO         ;0;NÃO INFORMADO       
2016-004218032-001;24/02/2016 16:36;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004223377-001;24/02/2016 17:18;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004225088-001;24/02/2016 16:48;1;4;ALUGUEL                       ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-004225088-001;24/02/2016 16:48;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004226684-001;24/02/2016 18:11;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-013427968-001;21/06/2016 14:28;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004226684-001;24/02/2016 18:11;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-004228508-001;24/02/2016 17:29;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004228508-001;24/02/2016 17:29;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004231646-001;24/02/2016 17:38;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004231646-001;24/02/2016 17:38;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004232170-001;24/02/2016 18:38;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-013427968-001;21/06/2016 14:28;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-013428267-001;21/06/2016 15:26;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-013428267-001;21/06/2016 15:26;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2016-013428267-001;21/06/2016 15:26;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-013430162-001;20/06/2016 20:00;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004232170-001;24/02/2016 18:38;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004236482-001;24/02/2016 19:11;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004242477-001;24/02/2016 20:44;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004242477-001;24/02/2016 20:44;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004243365-001;24/02/2016 21:20;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004246068-001;24/02/2016 22:41;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2016-004246932-001;24/02/2016 21:22;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
